name,office_full,party_full,state,district,candidate_id
AKIN W TODD,Senate,REPUBLICAN PARTY,MO,0,S2MO00429
BRUNNER JOHN,Senate,REPUBLICAN PARTY,MO,0,S2MO00437
SHEPARD TIMOTHY JACOB,Senate,DEMOCRATIC PARTY,MO,0,S2MO00460
SIFTON SCOTT MR.,Senate,DEMOCRATIC PARTY,MO,0,S2MO00478
STRAUSS NICHOLAS CRANE,Senate,UNKNOWN,MO,0,S2MO00486
KELLY JEWEL WILLIAM JR,Senate,DEMOCRATIC PARTY,MO,0,S2MO00494
KUNCE LUCAS,Senate,DEMOCRATIC PARTY,MO,0,S2MO00528
GREITENS ERIC,Senate,REPUBLICAN PARTY,MO,0,S2MO00536
SCHMITT ERIC,Senate,REPUBLICAN PARTY,MO,0,S2MO00544
TODER SPENCER ROSS,Senate,DEMOCRATIC PARTY,MO,0,S2MO00551
MCQUEEN ELDON DAN,Senate,REPUBLICAN PARTY,MO,0,S2MO00577
MCCLOSKEY MARK T,Senate,REPUBLICAN PARTY,MO,0,S2MO00585
HARTZLER VICKY J,Senate,REPUBLICAN PARTY,MO,0,S2MO00593
PRICE STEVEN CRAIG,Senate,INDEPENDENT,MO,0,S2MO00601
SCHATZ DAVE,Senate,REPUBLICAN PARTY,MO,0,S2MO00643
ROSS GENA DR.,Senate,DEMOCRATIC PARTY,MO,0,S2MO00650
BUSCH VALENTINE TRUDY,Senate,DEMOCRATIC PARTY,MO,0,S2MO00692
LONG BILLY,Senate,REPUBLICAN PARTY,MO,0,S2MO00726
WOOD JOHN FREDERICK,Senate,INDEPENDENT,MO,0,S2MO00734
HARRIS RONALD,Senate,DEMOCRATIC PARTY,MO,,S2MO00742
ALLEN ROBERT,Senate,REPUBLICAN PARTY,MO,,S2MO00775
VENABLE PAUL,Senate,CONSTITUTION PARTY,MO,,S2MO00866
RICHARDSON BOBBY G,Senate,REPUBLICAN PARTY,MS,0,S2MS00017
BARBOUR HALEY REEVES,Senate,REPUBLICAN PARTY,MS,0,S2MS00025
JOHNSTON MEREDITH COLON,Senate,DEMOCRATIC PARTY,MS,0,S2MS00033
PITTMAN CHARLES,Senate,DEMOCRATIC PARTY,MS,0,S2MS00041
OATIS WILLIAM,Senate,DEMOCRATIC PARTY,MS,0,S2MS00082
CRAMER THOMAS EVERETT,Senate,CONSTITUTIONAL,MS,0,S2MS00124
DODGE LAWRENCE BURNHAM,Senate,LIBERTARIAN PARTY,MT,0,S2MT00013
BOND MICHAEL ALAN,Senate,DEMOCRATIC PARTY,MT,0,S2MT00021
TAYLOR MICHAEL A,Senate,REPUBLICAN PARTY,MT,0,S2MT00054
JOHNSON BRADLEY S,Senate,REPUBLICAN PARTY,MT,0,S2MT00062
DAINES STEVE,Senate,REPUBLICAN PARTY,MT,0,S2MT00096
TESKE DENNIS R,Senate,REPUBLICAN PARTY,MT,0,S2MT00104
FAIRCLOTH DUNCAN M,Senate,REPUBLICAN PARTY,NC,0,S2NC00018
JOHNSTON WALTER EUGENE III,Senate,REPUBLICAN PARTY,NC,0,S2NC00034
MYRICK SUE,Senate,REPUBLICAN PARTY,NC,0,S2NC00042
HARRINGTON LARRY E,Senate,REPUBLICAN PARTY,NC,0,S2NC00059
REEVES ERIC,Senate,DEMOCRATIC PARTY,NC,0,S2NC00067
MARSHALL ELAINE FOLK,Senate,DEMOCRATIC PARTY,NC,0,S2NC00075
DOLE ELIZABETH,Senate,REPUBLICAN PARTY,NC,0,S2NC00083
BLUE DANIEL JR,Senate,DEMOCRATIC PARTY,NC,0,S2NC00091
BOWLES ERSKINE B,Senate,DEMOCRATIC PARTY,NC,0,S2NC00109
PARKER JAMES EDWIN STONE,Senate,REPUBLICAN PARTY,NC,0,S2NC00117
BROWN CYNTHIA DENISE,Senate,DEMOCRATIC PARTY,NC,0,S2NC00133
SNYDER JAMES EUGENE JR,Senate,REPUBLICAN PARTY,NC,0,S2NC00141
CHALLA VENKATA RAMANA MD,Senate,REPUBLICAN PARTY,NC,0,S2NC00158
CROW RANDOLPH W,Senate,DEMOCRATIC PARTY,NC,0,S2NC00174
FISHER ADA M,Senate,REPUBLICAN PARTY,NC,0,S2NC00182
TIDWELL DAVID E.,Senate,DEMOCRATIC PARTY,NC,0,S2NC00208
WILEY JR. ALBERT LEE,Senate,REPUBLICAN PARTY,NC,0,S2NC00224
HAUGH SEAN,Senate,LIBERTARIAN PARTY,NC,0,S2NC00257
BRIAN LEE ANDREA MS,Senate,REPUBLICAN PARTY,NC,0,S2NC00273
WALKER BRADLEY MARK MR.,Senate,REPUBLICAN PARTY,NC,0,S2NC00307
BORGHESE RENE,Senate,REPUBLICAN PARTY,NC,0,S2NC00349
EDWARDS AVA MARIE,Senate,DEMOCRATIC PARTY,NC,0,S2NC00372
LAGRONE TOBIAS EVERETT DR.,Senate,DEMOCRATIC PARTY,NC,0,S2NC00398
WATKINS RICHARD LEE DR.,Senate,DEMOCRATIC PARTY,NC,0,S2NC00406
RHINEHARDT KIMREY WOODARD MRS.,Senate,UNAFFILIATED,NC,0,S2NC00422
GRIFFITHS BENJAMIN,Senate,REPUBLICAN PARTY,NC,0,S2NC00448
NEWTON EVERETTE (RETT) S.,Senate,DEMOCRATIC PARTY,NC,0,S2NC00471
MCCRORY PATRICK LLOYD,Senate,REPUBLICAN PARTY,NC,0,S2NC00489
BEASLEY CHERI,Senate,DEMOCRATIC PARTY,NC,0,S2NC00497
BUDD THEODORE P,Senate,REPUBLICAN PARTY,NC,0,S2NC00505
BANWART JENNIFER ALEXIS,Senate,REPUBLICAN PARTY,NC,0,S2NC00513
HARPER JR. KENNETH JABARI,Senate,REPUBLICAN PARTY,NC,0,S2NC00521
COOKE JOHN MARTIN MR. JR.,Senate,REPUBLICAN PARTY,NC,0,S2NC00539
SIBHATU LICHIA WOLDEGABREAL,Senate,REPUBLICAN PARTY,NC,0,S2NC00547
BOOKER PATRICE CHRELLE,Senate,DEMOCRATIC PARTY,NC,0,S2NC00554
HOH MATTHEW PATRICK MR,Senate,GREEN PARTY,NC,0,S2NC00562
EASTMAN MAJORIE K,Senate,REPUBLICAN PARTY,NC,0,S2NC00588
BRYANT LEONARD L,Senate,REPUBLICAN PARTY,NC,0,S2NC00596
MOSS CHARLES KENNETH,Senate,REPUBLICAN PARTY,NC,0,S2NC00612
WHITE MARC MICHAEL,Senate,UNAFFILIATED,NC,0,S2NC00661
LEWIS MICHELLE ESTELLE,Senate,UNAFFILIATED,NC,0,S2NC00679
ANTOINE GREGORY DR.,Senate,DEMOCRATIC PARTY,NC,0,S2NC00711
COLON ROBERT,Senate,DEMOCRATIC PARTY,NC,0,S2NC00745
GADDY SUSAN,Senate,REPUBLICAN PARTY,NC,0,S2NC00778
KNORR GENE A,Senate,REPUBLICAN PARTY,ND,0,S2ND00016
NETHING DAVID E,Senate,REPUBLICAN PARTY,ND,0,S2ND00024
DORGAN BYRON L,Senate,DEMOCRATIC PARTY,ND,0,S2ND00040
LARSON DAROLD,Senate,INDEPENDENT,ND,0,S2ND00065
BERG RICHARD A,Senate,REPUBLICAN PARTY,ND,0,S2ND00073
POTTER THOMAS ALLEN,Senate,DEMOCRATIC PARTY,ND,0,S2ND00081
HEITKAMP HEIDI,Senate,DEMOCRATIC PARTY,ND,0,S2ND00099
STEELE MICHAEL JAMES,Senate,REPUBLICAN PARTY,ND,0,S2ND00107
BECKER RICK,Senate,INDEPENDENT,ND,0,S2ND00115
CHRISTIANSEN KATRINA,Senate,DEMOCRATIC PARTY,ND,0,S2ND00123
KECK JIM,Senate,REPUBLICAN PARTY,NE,0,S2NE00011
CAMERON KEN,Senate,REPUBLICAN PARTY,NE,0,S2NE00037
WALSH VIRGINIA FREDERICK,Senate,INDEPENDENT,NE,0,S2NE00045
CHASE PHILLIP T,Senate,INDEPENDENT,NE,0,S2NE00078
ANDERSON RUSSELL PAUL,Senate,INDEPENDENT,NE,0,S2NE00086
FISCHER DEBRA S.,Senate,REPUBLICAN PARTY,NE,0,S2NE00094
LUSTGARTEN STEVEN PAUL,Senate,DEMOCRATIC PARTY,NE,0,S2NE00102
HASSEBROOK CHARLES H,Senate,DEMOCRATIC PARTY,NE,0,S2NE00110
RABUCK ROBERT JAMES,Senate,REPUBLICAN PARTY,NH,0,S2NH00017
GREGG JUDD A,Senate,REPUBLICAN PARTY,NH,0,S2NH00025
ECKMAN HAROLD R,Senate,REPUBLICAN PARTY,NH,0,S2NH00033
ELIAS BRENDA,Senate,DEMOCRATIC PARTY,NH,0,S2NH00041
WHITE JEAN TILLINGHAST,Senate,REPUBLICAN PARTY,NH,0,S2NH00066
LOVETT SIDNEY,Senate,INDEPENDENT,NH,0,S2NH00074
BENNETT TERRY,Senate,DEMOCRATIC PARTY,NH,0,S2NH00082
HAIGHT DAVID,Senate,UNKNOWN,NH,0,S2NH00165
STREMSKY KENNETH SCOT,Senate,REPUBLICAN PARTY,NH,0,S2NH00173
SIVALINGAM TEJASINHA,Senate,REPUBLICAN PARTY,NH,0,S2NH00207
SMITH KEVIN H.,Senate,REPUBLICAN PARTY,NH,0,S2NH00231
MORSE CHUCK,Senate,REPUBLICAN PARTY,NH,0,S2NH00249
KAUFFMAN JEREMY,Senate,LIBERTARIAN PARTY,NH,0,S2NH00256
MANSHARAMANI VIKRAM,Senate,REPUBLICAN PARTY,NH,0,S2NH00272
FENTON BRUCE,Senate,REPUBLICAN PARTY,NH,,S2NH00280
KAHN KEVIN,Senate,LIBERTARIAN PARTY,NH,0,S2NH00306
BERNARD EMIL I,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00015
ROSEN HOWARD,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00023
MAGUIRE GENE ANDREW,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00031
YANNARELLI CYRIL R,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00056
FENWICK MILLICENT,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00064
MORRIS ROBERT,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00072
LAUTENBERG FRANK R,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00080
BIANCHI ANGELO R,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00098
CRESITELLO DONALD,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00114
LEFANTE JOSEPH A,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00122
SIGMUND BARBARA BOGGS,Senate,DEMOCRATIC PARTY,NJ,0,S2NJ00148
FORRESTER DOUGLAS R,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00239
ALLEN DIANE,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00247
GREGG GUY R,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00254
RAY ROBERT WILLIAM,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00262
GLICK TED,Senate,GREEN PARTY,NJ,0,S2NJ00270
MATHEUSSEN JOHN J,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00288
LINKER IAN S,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00338
KYRILLOS JOSEPH M JR,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00387
QARMOUT BADER GEORGE,Senate,REPUBLICAN PARTY,NJ,0,S2NJ00403
DEL VECCHIO KENNETH,Senate,LIBERTARIAN PARTY,NJ,0,S2NJ00411
KAPLAN KENNETH R,Senate,LIBERTARIAN PARTY,NJ,0,S2NJ00437
APODACA JERRY,Senate,DEMOCRATIC PARTY,NM,0,S2NM00013
BINGAMAN JEFF,Senate,DEMOCRATIC PARTY,NM,0,S2NM00021
KEEHAN VIRGINIA R,Senate,DEMOCRATIC PARTY,NM,0,S2NM00039
TRISTANI GLORIA,Senate,DEMOCRATIC PARTY,NM,0,S2NM00047
SOWARDS GREG,Senate,REPUBLICAN PARTY,NM,0,S2NM00070
HEINRICH MARTIN,Senate,DEMOCRATIC PARTY,NM,0,S2NM00088
BALDERAS HECTOR,Senate,DEMOCRATIC PARTY,NM,0,S2NM00096
SANCHEZ JOHN,Senate,REPUBLICAN PARTY,NM,0,S2NM00104
BARRIE JON ROSS,Senate,INDEPENDENT AMERICAN PARTY,NM,0,S2NM00112
HAM MICHAEL DR,Senate,DEMOCRATIC PARTY,NM,0,S2NM00120
SANTINI JAMES D,Senate,REPUBLICAN PARTY,NV,0,S2NV00019
KENNEY JACK,Senate,REPUBLICAN PARTY,NV,0,S2NV00027
FORE RICHARD L,Senate,REPUBLICAN PARTY,NV,0,S2NV00035
HECHT CHIC,Senate,REPUBLICAN PARTY,NV,0,S2NV00043
GORE ROBERT LEWIS,Senate,REPUBLICAN PARTY,NV,0,S2NV00084
DAHL DEMAR,Senate,REPUBLICAN PARTY,NV,0,S2NV00092
WOODS CHARLES,Senate,REPUBLICAN PARTY,NV,0,S2NV00118
GEORGIOU BYRON,Senate,DEMOCRATIC PARTY,NV,0,S2NV00175
HELLER DEAN,Senate,REPUBLICAN PARTY,NV,0,S2NV00183
BERKLEY SHELLEY,Senate,DEMOCRATIC PARTY,NV,0,S2NV00209
ELLSWORTH BARRY A,Senate,DEMOCRATIC PARTY,NV,0,S2NV00217
MENDENHALL SHARELLE,Senate,REPUBLICAN PARTY,NV,0,S2NV00290
LAXALT ADAM,Senate,REPUBLICAN PARTY,NV,0,S2NV00324
HOCKSTEDLER WILLIAM ERIC,Senate,REPUBLICAN PARTY,NV,0,S2NV00332
"CONRAD WILLIAM ""BILL""",Senate,REPUBLICAN PARTY,NV,,S2NV00399
SEYMOUR WHITNEY NORTH JR,Senate,REPUBLICAN PARTY,NY,0,S2NY00036
KLENETSKY MEL,Senate,DEMOCRATIC PARTY,NY,0,S2NY00044
SIEBERT MURIEL,Senate,REPUBLICAN PARTY,NY,0,S2NY00051
SULLIVAN FLORENCE M,Senate,REPUBLICAN PARTY,NY,0,S2NY00077
MRAZEK ROBERT J,Senate,DEMOCRATIC PARTY,NY,0,S2NY00101
FERRARO GERALDINE A,Senate,DEMOCRATIC PARTY,NY,0,S2NY00119
CASABURRO JOHN E,Senate,REPUBLICAN PARTY,NY,0,S2NY00135
SHARPTON ALFRED C,Senate,DEMOCRATIC PARTY,NY,0,S2NY00143
CHRISTIAN PETER,Senate,INDEPENDENT,NY,0,S2NY00150
ROCKEFELLER LAURANCE (LARRY),Senate,REPUBLICAN PARTY,NY,0,S2NY00168
SUNDWALL ERIC,Senate,LIBERTARIAN PARTY,NY,0,S2NY00234
LONG WENDY,Senate,REPUBLICAN PARTY,NY,0,S2NY00259
MANGELLI JOHN,Senate,INDEPENDENT,NY,0,S2NY00275
TURNER ROBERT L,Senate,REPUBLICAN PARTY,NY,0,S2NY00283
EDES CHRIS,Senate,LIBERTARIAN PARTY,NY,0,S2NY00309
SARE DIANE WILSON MS,Senate,INDEPENDENT,NY,0,S2NY00325
MANTANONA NICHOLAS MR,Senate,INDEPENDENT,NY,0,S2NY00333
BEN-AVI TYRRELL,Senate,DEMOCRATIC PARTY,NY,0,S2NY00374
DRIGGERS CALVIN JOB,Senate,REPUBLICAN PARTY,NY,0,S2NY00382
MICI ALEKSANDER,Senate,REPUBLICAN PARTY,NY,0,S2NY00440
PINION JOSEPH III,Senate,REPUBLICAN PARTY,NY,0,S2NY00499
HILL BRYAN,Senate,REPUBLICAN PARTY,NY,0,S2NY00531
ASHBROOK JOHN MILAN,Senate,REPUBLICAN PARTY,OH,0,S2OH00014
BECKJORD WALTER E,Senate,REPUBLICAN PARTY,OH,0,S2OH00022
DENNERLL NORBERT G JR,Senate,DEMOCRATIC PARTY,OH,0,S2OH00030
PFEIFER PAUL EDWARD,Senate,REPUBLICAN PARTY,OH,0,S2OH00063
"RESS WILLIAM J ""BILL""",Senate,REPUBLICAN PARTY,OH,0,S2OH00071
HYATT JOEL,Senate,DEMOCRATIC PARTY,OH,0,S2OH00105
DEWINE RICHARD MICHAEL,Senate,REPUBLICAN PARTY,OH,0,S2OH00113
HOWARD MILDRED (MILLIE) T,Senate,REPUBLICAN PARTY,OH,0,S2OH00121
BLISS RUSSELL P JR (RUSTY),Senate,REPUBLICAN PARTY,OH,0,S2OH00162
MANDEL JOSHUA A.,Senate,REPUBLICAN PARTY,OH,0,S2OH00170
COUGHLIN KEVIN J,Senate,REPUBLICAN PARTY,OH,0,S2OH00188
GLISMAN DONNA KAREN,Senate,REPUBLICAN PARTY,OH,0,S2OH00196
RUPERT SCOTT ALLEN,Senate,INDEPENDENT,OH,0,S2OH00204
DEMARE JOSEPH ROSARIO,Senate,GREEN PARTY,OH,0,S2OH00238
PUKITA MARK MR.,Senate,REPUBLICAN PARTY,OH,0,S2OH00287
PATEL NIRANJAN NEIL,Senate,REPUBLICAN PARTY,OH,0,S2OH00345
THOMPSON MACKENZIE,Senate,REPUBLICAN PARTY,OH,0,S2OH00352
TIMKEN JANE,Senate,REPUBLICAN PARTY,OH,0,S2OH00360
TAYLOR RICHARD T,Senate,DEMOCRATIC PARTY,OH,0,S2OH00378
MORENO BERNIE,Senate,REPUBLICAN PARTY,OH,0,S2OH00386
RYAN TIMOTHY,Senate,DEMOCRATIC PARTY,OH,0,S2OH00402
VANCE J D,Senate,REPUBLICAN PARTY,OH,0,S2OH00436
HOLT MIKE,Senate,REPUBLICAN PARTY,OH,0,S2OH00451
HARPER MORGAN,Senate,DEMOCRATIC PARTY,OH,0,S2OH00469
DOLAN MATT,Senate,REPUBLICAN PARTY,OH,0,S2OH00477
JOHNSON TRACI TJ,Senate,DEMOCRATIC PARTY,OH,0,S2OH00543
LEWIS STEPHEN CHARLES,Senate,DEMOCRATIC PARTY,OK,0,S2OK00020
HANEY ENOCH KELLY,Senate,DEMOCRATIC PARTY,OK,0,S2OK00038
LEDGERWOOD THOMAS D II,Senate,INDEPENDENT,OK,0,S2OK00061
ADAMS JOHN QUINCY VI,Senate,DEMOCRATIC PARTY,OK,0,S2OK00079
BOETTCHER THOMAS DEAN,Senate,DEMOCRATIC PARTY,OK,0,S2OK00087
LAHMEYER JACKSON RHODES,Senate,REPUBLICAN PARTY,OK,0,S2OK00111
BOLLINGER JASON,Senate,DEMOCRATIC PARTY,OK,0,S2OK00137
DAHM NATHAN,Senate,REPUBLICAN PARTY,OK,0,S2OK00145
HORN MADISON,Senate,DEMOCRATIC PARTY,OK,0,S2OK00152
GLENN JO STANLEY MS,Senate,DEMOCRATIC PARTY,OK,0,S2OK00178
MULLIN MARKWAYNE,Senate,REPUBLICAN PARTY,OK,0,S2OK00186
HOLLAND LUCAS,Senate,REPUBLICAN PARTY,OK,0,S2OK00194
GRAY ALEX,Senate,REPUBLICAN PARTY,OK,0,S2OK00202
SHANNON T.W.,Senate,REPUBLICAN PARTY,OK,0,S2OK00210
HORN KENDRA,Senate,DEMOCRATIC PARTY,OK,0,S2OK00228
BLEVINS KENNETH,Senate,LIBERTARIAN PARTY,OK,0,S2OK00236
GRELLNER RANDY,Senate,REPUBLICAN PARTY,OK,0,S2OK00251
BAKER DENNIS,Senate,DEMOCRATIC PARTY,OK,,S2OK00269
PRUITT SCOTT,Senate,REPUBLICAN PARTY,OK,0,S2OK00277
WADE BRANDON,Senate,DEMOCRATIC PARTY,OK,0,S2OK00285
AUCOIN LES,Senate,DEMOCRATIC PARTY,OR,0,S2OR00028
WETZEL JOSEPH MICHAEL,Senate,DEMOCRATIC PARTY,OR,0,S2OR00036
BRADBURY BILL,Senate,DEMOCRATIC PARTY,OR,0,S2OR00085
BEEBE RODNEY JASON,Senate,REPUBLICAN PARTY,OR,0,S2OR00135
PALMER SAMUEL,Senate,REPUBLICAN PARTY,OR,0,S2OR00150
HARBICK DARIN,Senate,REPUBLICAN PARTY,OR,0,S2OR00168
CHRISTENSEN CHRIS,Senate,REPUBLICAN PARTY,OR,0,S2OR00184
TAHER IBRAHIM,Senate,GREEN PARTY,OR,0,S2OR00200
WECHT CYRIL H MD JD,Senate,DEMOCRATIC PARTY,PA,0,S2PA00018
SINGEL MARK STEPHEN,Senate,DEMOCRATIC PARTY,PA,0,S2PA00059
FREIND STEPHEN F,Senate,REPUBLICAN PARTY,PA,0,S2PA00075
WOFFORD HARRIS L,Senate,DEMOCRATIC PARTY,PA,0,S2PA00083
WHITE WILLIAM DONALD,Senate,INDEPENDENT,PA,0,S2PA00091
THORNBURGH DICK,Senate,REPUBLICAN PARTY,PA,0,S2PA00109
YEAKEL LYNN HARDY,Senate,DEMOCRATIC PARTY,PA,0,S2PA00133
COLVILLE ROBERT E,Senate,DEMOCRATIC PARTY,PA,0,S2PA00141
FRIEDMAN FREDDY MANN,Senate,DEMOCRATIC PARTY,PA,0,S2PA00158
PERRY JOHN F,Senate,LIBERTARIAN PARTY,PA,0,S2PA00190
VERNON JOHN D,Senate,REPUBLICAN PARTY,PA,0,S2PA00208
CHRISTIAN DAVID,Senate,REPUBLICAN PARTY,PA,0,S2PA00216
SMITH TOM,Senate,REPUBLICAN PARTY,PA,0,S2PA00224
WELCH STEVEN D,Senate,REPUBLICAN PARTY,PA,0,S2PA00232
BURNS TIMOTHY R,Senate,REPUBLICAN PARTY,PA,0,S2PA00240
ROHRER SAMUEL E,Senate,REPUBLICAN PARTY,PA,0,S2PA00265
MCGUIGAN JOHN DAVID,Senate,DEMOCRATIC PARTY,PA,0,S2PA00307
STERN EVERETT,Senate,INDEPENDENT,PA,0,S2PA00315
ROSENFELD MARTIN,Senate,REPUBLICAN PARTY,PA,0,S2PA00331
GALE SEAN,Senate,REPUBLICAN PARTY,PA,0,S2PA00372
KENYATTA MALCOLM,Senate,DEMOCRATIC PARTY,PA,0,S2PA00398
KHALIL ALEXANDRIA GLORIA,Senate,DEMOCRATIC PARTY,PA,0,S2PA00406
STREET SHARIF,Senate,DEMOCRATIC PARTY,PA,0,S2PA00448
BAUMLIN KEVIN DR.,Senate,DEMOCRATIC PARTY,PA,0,S2PA00455
ARKOOSH VALERIE,Senate,DEMOCRATIC PARTY,PA,0,S2PA00463
JEFFRIES ROBERT,Senate,REPUBLICAN PARTY,PA,0,S2PA00471
BARNETTE KATHY,Senate,REPUBLICAN PARTY,PA,0,S2PA00489
HAYES JAMES EDWARD,Senate,REPUBLICAN PARTY,PA,0,S2PA00497
PARNELL RICHARD SEAN,Senate,REPUBLICAN PARTY,PA,0,S2PA00505
SNYDER CRAIG,Senate,REPUBLICAN PARTY,PA,0,S2PA00539
ORTS ERIC,Senate,DEMOCRATIC PARTY,PA,0,S2PA00547
SANDS CARLA H,Senate,REPUBLICAN PARTY,PA,0,S2PA00554
LAMB CONOR,Senate,DEMOCRATIC PARTY,PA,0,S2PA00562
XU DAVID,Senate,REPUBLICAN PARTY,PA,0,S2PA00570
CRUZ ISRAEL,Senate,REPUBLICAN PARTY,PA,0,S2PA00604
OZ MEHMET DR,Senate,REPUBLICAN PARTY,PA,0,S2PA00638
MCCORMICK DAVE,Senate,REPUBLICAN PARTY,PA,0,S2PA00661
BOCHETTO GEORGE,Senate,REPUBLICAN PARTY,PA,0,S2PA00703
GERHARDT ERIK,Senate,LIBERTARIAN PARTY,PA,0,S2PA00711
MICHAELSON JULIUS C,Senate,DEMOCRATIC PARTY,RI,0,S2RI00014
HOLLAND MARVIN S,Senate,DEMOCRATIC PARTY,RI,0,S2RI00022
"HINCKLEY BENJAMIN BARRETT III ""BARRY""",Senate,REPUBLICAN PARTY,RI,0,S2RI00071
HARTNETT THOMAS FORBES,Senate,REPUBLICAN PARTY,SC,0,S2SC00012
THOMPSON CHARLES E,Senate,REPUBLICAN PARTY,SC,0,S2SC00020
SANDERS ALEXANDER M JR,Senate,DEMOCRATIC PARTY,SC,0,S2SC00053
KOCHER VICTOR LEE,Senate,LIBERTARIAN PARTY,SC,0,S2SC00079
MATTHEWS KRYSTLE,Senate,DEMOCRATIC PARTY,SC,0,S2SC00103
GETER ANGELA MS,Senate,DEMOCRATIC PARTY,SC,0,S2SC00111
BRUCE CATHERINE FLEMING MS.,Senate,DEMOCRATIC PARTY,SC,0,S2SC00145
HAAR CHARLENE K,Senate,REPUBLICAN PARTY,SD,0,S2SD00027
HERCULES GUS,Senate,LIBERTARIAN PARTY,SD,0,S2SD00035
WERNER PAUL CONRAD,Senate,REPUBLICAN PARTY,SD,0,S2SD00050
THUNE JOHN R.,Senate,REPUBLICAN PARTY,SD,0,S2SD00068
MOWRY MARK S.,Senate,REPUBLICAN PARTY,SD,0,S2SD00092
WHALEN BRUCE SR.,Senate,REPUBLICAN PARTY,SD,0,S2SD00118
BENGS BRIAN L,Senate,DEMOCRATIC PARTY,SD,0,S2SD00126
SCHUBERT PATRICK WILLIAM MR. SR,Senate,REPUBLICAN PARTY,SD,0,S2SD00134
BEARD ROBIN L JR,Senate,REPUBLICAN PARTY,TN,0,S2TN00017
BRYANT EDWARD G,Senate,REPUBLICAN PARTY,TN,0,S2TN00041
ALEXANDER LAMAR,Senate,REPUBLICAN PARTY,TN,0,S2TN00058
CLEMENT BOB,Senate,DEMOCRATIC PARTY,TN,0,S2TN00066
DAVIS GARY GENE,Senate,DEMOCRATIC PARTY,TN,0,S2TN00082
DURKAN JAMES PATRICK,Senate,REPUBLICAN PARTY,TN,0,S2TN00207
POSKEVICH ZACHARY SCOTT,Senate,REPUBLICAN PARTY,TN,0,S2TN00215
CRIM LARRY R,Senate,REPUBLICAN PARTY,TN,0,S2TN00223
BRENDA SHIVON LENARD,Senate,REPUBLICAN PARTY,TN,0,S2TN00231
CROWELL SHAUN E DR,Senate,INDEPENDENT,TN,0,S2TN00256
OVERALL PARK,Senate,DEMOCRATIC PARTY,TN,0,S2TN00264
COLLINS JAMES MITCHELL,Senate,REPUBLICAN PARTY,TX,0,S2TX00015
TOWER JOHN GOODWIN,Senate,REPUBLICAN PARTY,TX,0,S2TX00023
RICHARDSON DONALD LUTHER,Senate,INDEPENDENT,TX,0,S2TX00031
MENGDEN WALTER HENRY JR,Senate,REPUBLICAN PARTY,TX,0,S2TX00049
SULLIVAN JOE,Senate,DEMOCRATIC PARTY,TX,0,S2TX00056
CORNYN JOHN SEN,Senate,REPUBLICAN PARTY,TX,0,S2TX00106
BENTSEN KENNETH EDWARD JR,Senate,DEMOCRATIC PARTY,TX,0,S2TX00122
KIRK RONALD,Senate,DEMOCRATIC PARTY,TX,0,S2TX00130
LANG BRUCE RUSTY DR MD,Senate,REPUBLICAN PARTY,TX,0,S2TX00148
CRANBERG LAWRENCE,Senate,REPUBLICAN PARTY,TX,0,S2TX00155
DEFFENBAUGH DOULGAS GERARD,Senate,REPUBLICAN PARTY,TX,0,S2TX00163
JAMESON SCOTT ,Senate,LIBERTARIAN PARTY,TX,0,S2TX00254
JONES ELIZABETH AMES,Senate,REPUBLICAN PARTY,TX,0,S2TX00262
WILLIAMS ROGER,Senate,REPUBLICAN PARTY,TX,0,S2TX00270
WHITE BILL,Senate,DEMOCRATIC PARTY,TX,0,S2TX00288
NELSON CHRISTOPHER LEE,Senate,INDEPENDENT,TX,0,S2TX00296
HUBBARD SEAN PETER,Senate,DEMOCRATIC PARTY,TX,0,S2TX00304
CRUZ RAFAEL EDWARD  TED,Senate,REPUBLICAN PARTY,TX,0,S2TX00312
ADDISON MARSHALL GLENN,Senate,REPUBLICAN PARTY,TX,0,S2TX00320
LEPPERT THOMAS C,Senate,REPUBLICAN PARTY,TX,0,S2TX00338
GARZA STANLEY,Senate,DEMOCRATIC PARTY,TX,0,S2TX00346
SANCHEZ RICARDO SAUCEDA,Senate,DEMOCRATIC PARTY,TX,0,S2TX00353
DEWHURST DAVID H,Senate,REPUBLICAN PARTY,TX,0,S2TX00361
CLEAVER CURTIS CHRISTOPHER,Senate,REPUBLICAN PARTY,TX,0,S2TX00387
ALLEN ADDIE DAINELL,Senate,DEMOCRATIC PARTY,TX,0,S2TX00403
JAMES CRAIG,Senate,REPUBLICAN PARTY,TX,0,S2TX00411
